departement,communes ,habitants,mise_en_commun_agent_municipal_commune ,agents_police,asvp,gardes_champetres,maitre_chien,chien_police,commune-brigade_cynophile
13,LAMBESC,10172,0,6,2,1,0,0,0
13,LANCON-DE-PROVENCE,9743,0,6,0,2,0,0,0
13,MAILLANE,2700,0,2,0,0,0,0,0
13,MALLEMORT,6200,0,5,1,0,0,0,0
13,MARIGNANE,32735,0,13,10,0,0,0,0
13,MARSEILLE,870321,0,540,70,0,0,0,0
13,MARTIGUES,50000,0,46,7,0,0,0,0
13,MEYRARGUES,3800,0,3,0,0,0,0,0
13,MEYREUIL,5786,0,7,2,0,0,0,0
13,MIMET,4424,0,1,1,0,0,0,0
13,MIRAMAS,26807,0,40,7,1,0,0,0
13,MOLLEGES,2608,0,1,0,0,0,0,0
13,MOURIES,3450,0,2,1,0,0,0,0
13,NOVES,5987,0,5,0,0,0,0,0
13,ORGON,2821,0,3,1,0,0,0,0
13,PELISSANNE,10487,0,5,1,0,0,0,0
13,LA PENNE-SUR-HUVEAUNE,6521,0,9,3,0,0,0,0
13,LES PENNES-MIRABEAU,21387,0,32,4,0,0,0,0
13,PEYNIER,3567,0,2,1,1,0,0,0
13,PEYPIN,6000,0,4,2,1,0,0,0
13,PEYROLLES-EN-PROVENCE,5223,0,4,0,0,0,0,0
13,PLAN-DE-CUQUES,12048,0,14,13,1,0,0,0
13,PLAN D'ORGON,3600,0,4,1,0,0,0,0
13,PORT-DE-BOUC,16500,0,8,0,0,0,0,0
13,PORT-SAINT-LOUIS-DU-RHONE,8600,0,4,0,1,0,0,0
13,LE PUY-SAINTE-REPARADE,5980,0,4,0,0,0,0,0
13,ROGNAC,12086,0,18,6,1,0,0,0
13,ROGNES,4700,0,3,0,0,0,0,0
13,ROGNONAS,4500,0,2,1,0,0,0,0
13,LA ROQUE D'ANTHERON,5600,0,4,0,0,0,0,0
13,ROQUEFORT-LA-BEDOULE,6015,0,5,0,0,0,0,0
13,ROQUEVAIRE,8713,0,6,0,0,0,0,0
13,ROUSSET,5058,0,7,3,0,0,0,0
13,LE ROVE,5500,0,5,1,0,0,0,0
13,SAINT-ANDIOL,3200,0,2,1,0,0,0,0
13,SAINT-CANNAT,5648,0,5,1,0,0,0,0
13,SAINT-CHAMAS,8617,0,7,0,0,0,0,0
13,SAINT-ETIENNE-DU-GRES,2542,0,2,0,0,0,0,0
13,SAINT-MARC-JAUMEGARDE,1250,0,1,0,0,0,0,0
13,LES SAINTES-MARIES-DE-LA-MER,2680,0,8,6,0,0,0,0
13,SAINT-MARTIN-DE-CRAU,13673,0,14,0,2,0,0,0
13,SAINT-MITRE-LES-REMPARTS,5980,0,5,0,0,0,0,0
13,SAINT-PAUL-LES-DURANCE,904,0,1,0,0,0,0,0
13,SAINT-REMY-DE-PROVENCE,9700,0,9,5,0,0,0,0
13,SAINT-SAVOURNIN,3500,0,1,0,0,0,0,0
13,SAINT-VICTORET,6550,0,0,4,1,0,0,0
13,SALON-DE-PROVENCE,46000,0,54,8,0,3,3,1
13,SAUSSET-LES-PINS,7581,0,8,4,0,0,0,0
13,SENAS,6878,0,7,1,0,0,0,0
13,SEPTEMES-LES-VALLONS,11434,0,7,0,0,0,0,0
13,SIMIANE-COLLONGUE,5800,0,4,0,2,0,0,0
13,TARASCON,15978,0,8,6,8,0,0,0
13,LE THOLONET,2267,0,2,0,0,0,0,0
13,TRETS,10680,0,6,3,0,0,0,0
13,VELAUX,8729,0,6,3,0,0,0,0
13,VENELLES,8432,0,7,2,1,0,0,0
13,VENTABREN,5519,0,5,1,1,0,0,0
13,VERNEGUES,2105,0,0,2,0,0,0,0
13,VITROLLES-EN-PROVENCE,34000,0,51,4,0,0,0,0
13,VALLEE-DES-BAUX-ALPILLES,0,0,1,0,0,0,0,0
14,Argences,3848,1,2,0,0,0,0,0
14,Arromanches les Bains,455,0,0,2,2,0,0,0
14,Bayeux,12358,0,8,3,0,0,0,0
14,Bénerville sur mer,430,0,0,1,1,0,0,0
14,Berniéres sur mer,2330,0,1,0,0,0,0,0
14,Blainville sur Orne,5957,0,4,0,0,0,0,0
14,Blonville sur mer,1585,0,1,0,0,0,0,0
14,Bretteville sur Odon,4200,0,0,1,0,0,0,0
14,Cabourg,3617,0,7,0,0,0,0,0
14,Caen,108200,0,65,37,0,0,0,0
14,Carpiquet,3133,0,1,0,0,0,0,0
14,Colleville-Montgomery,2371,1,0,0,0,0,0,0
14,Colombelles,7029,0,5,0,0,0,0,0
14,Cormelles le Royal,5170,0,3,0,0,0,0,0
14,Courseulles sur mer,4500,0,3,1,0,0,0,0
14,Creully sur Seulles,2312,0,1,0,0,0,0,0
14,Cuverville,2300,0,0,1,0,0,0,0
14,Deauville,3613,0,5,3,0,0,0,0
14,Démouville,3300,0,1,1,0,0,0,0
14,Douvres-la-Délivrande,5076,1,2,1,0,0,0,0
14,Falaise,7952,0,4,0,0,0,0,0
14,Fleury sur Orne,5355,0,1,0,0,0,0,0
14,Giberville,4998,0,3,0,0,0,0,0
14,Grandcamp Maisy,1530,0,0,2,0,0,0,0
14,Graye sur mer,769,0,0,1,0,0,0,0
14,Hermanville sur mer,3200,0,1,0,0,0,0,0
14,Hérouville Saint Clair,22465,0,15,0,0,0,0,0
14,Honfleur,6761,0,6,6,0,0,0,0
14,Houlgate,1738,0,1,1,0,0,0,0
14,Ifs,12123,0,6,0,0,0,0,0
14,Isigny sur mer,3910,0,2,1,0,0,0,0
14,Langrune-Sur-Mer,1960,0,1,0,0,0,0,0
14,Le molay Littry,3140,0,1,0,0,0,0,0
14,Lion sur mer,2521,0,1,0,0,0,0,0
14,Lisieux,19755,0,5,5,0,0,0,0
14,Luc sur mer,3557,1,2,1,0,0,0,0
14,Merville Franceville Plage,2200,0,1,0,0,0,0,0
14,Mezidon vallée d’Auge,9624,0,3,0,0,0,0,0
14,Mondeville,10075,0,5,0,0,0,0,0
14,Moult-Chicheboville,3378,1,0,0,0,0,0,0
14,Ouistreham,9600,1,9,1,0,0,0,0
14,Orbec,1994,0,1,0,0,0,0,0
14,Pont l’Eveque,4790,0,3,0,0,0,0,0
14,Port en Bessin – Huppain,2000,0,1,0,0,0,0,0
14,Potigny,2089,0,0,0,1,0,0,0
14,Rots,2500,0,0,1,0,0,0,0
14,Saint Aubin d’Arquenay,1085,1,0,0,0,0,0,0
14,Saint Aubin sur Mer,2139,0,1,0,0,0,0,0
14,Saint Manvieu Norrey,2016,0,0,1,0,0,0,0
14,Saint Pierre en Auge,7329,0,2,0,0,0,0,0
14,Tourgueville,846,0,0,0,1,0,0,0
14,Troarn,3572,0,1,0,0,0,0,0
14,Trouville sur mer,4704,0,8,2,0,0,0,0
14,Varaville,1013,0,1,0,0,0,0,0
14,Verson,3700,0,2,0,0,0,0,0
14,Villers Bocage,3170,0,1,1,0,0,0,0
14,Villers sur mer,2800,0,1,1,0,0,0,0
14,Villerville,603,0,0,1,0,0,0,0
14,Vire Normandie,17784,0,0,1,0,0,0,0
15,AURILLAC,25703,0,6,2,0,0,0,0
15,Mauriac,3489,0,1,1,0,0,0,0
15,Murat,1815,0,1,0,0,0,0,0
15,Riom-Es-Montagnes,2454,0,1,0,0,0,0,0
15,Saint-Flour,6451,0,4,0,0,0,0,0
15,Saint-Amandin,231,0,0,0,1,0,0,0
16,ANGOULÊME,41086,0,23,7,0,1,1,1
16,Baignes-Sainte-Radegonde,1229,0,1,0,0,0,0,0
16,Barbezieux-Saint-Hilaire,4732,0,2,1,0,0,0,0
16,Bernac,466,0,0,0,1,0,0,0
16,Chabanais,1557,0,0,0,1,0,0,0
16,Chalais,1791,0,0,1,0,0,0,0
16,Champniers,5193,0,1,0,0,0,0,0
16,Chasseneuil-sur-Bonnieure,3101,0,0,0,1,0,0,0
16,Châteaubernard,3763,1,2,0,0,0,0,0
16,Châteauneuf-sur-Charente,3554,0,1,0,0,0,0,0
16,Cognac,18448,1,15,3,0,0,0,0
16,Confolens,2722,0,0,0,1,0,0,0
16,Fléac,3842,0,1,0,0,0,0,0
16,Gond-Pontouvre,5950,0,1,0,0,0,0,0
16,Jarnac,4470,0,3,0,0,0,0,0
16,Javrezac,575,0,0,1,0,0,0,0
16,La Couronne,7753,0,3,0,0,0,0,0
16,La Rochefoucauld-en-Angoumois,4002,0,0,1,0,0,0,0
16,Les Gours,99,0,0,0,1,0,0,0
16,L’Isle d’Espagnac,5662,0,2,1,0,0,0,0
16,Magnac-sur-Touvre,3248,1,1,0,0,0,0,0
16,Mansle-les-Fontaines,1681,0,0,1,0,0,0,0
16,Nersac,2289,0,1,0,0,0,0,0
16,Rouillac,2925,0,0,0,1,0,0,0
16,Ruelle-sur-Touvre,7356,1,2,0,0,0,0,0
16,Ruffec,3353,0,2,1,0,0,0,0
16,Saint-Michel,3224,0,1,0,0,0,0,0
16,Saint-Yrieix-sur-Charente,7525,0,2,0,0,0,0,0
16,Segonzac,2077,0,1,0,0,0,0,0
16,Soyaux,9995,0,5,0,0,0,0,0
16,Touvre,1141,0,0,0,1,0,0,0
16,Vars,2165,0,1,0,0,0,0,0
17,AIGREFEUILLE D’AUNIS,4417,0,2,0,0,0,0,0
17,ANGOULINS,4117,0,1,0,0,0,0,0
17,ARS EN RE,1297,0,1,2,0,0,0,0
17,ARVERT,3800,0,0,1,1,0,0,0
17,AYTRE,9722,0,4,0,0,0,0,0
17,BOURCEFRANC LE CHAPUS,3544,0,2,0,0,0,0,0
17,BREUIL MAGNE,1917,0,0,1,0,0,0,0
17,BREUILLET,3060,0,1,0,0,0,0,0
17,CABARIOT,1445,0,0,0,1,0,0,0
17,CDC GEMOZAC ET SAINTONGE VITICOLE (EPCI),14800,0,1,0,0,0,0,0
17,CHAILLEVETTE,1667,0,1,0,0,0,0,0
17,CHANIERS,3670,0,1,0,0,0,0,0
17,CHATELAILLON PLAGE,5999,0,3,0,0,0,0,0
17,CLAVETTE,1333,0,0,1,0,0,0,0
17,CLION SUR SEUGNE,820,0,0,0,1,0,0,0
17,COZES,2200,0,0,1,1,0,0,0
17,DOLUS D’OLERON,3222,0,1,0,0,0,0,0
17,DOMPIERRE SUR MER,5961,0,2,0,0,0,0,0
17,ECHILLAIS,3601,0,0,1,0,0,0,0
17,ESNANDES,2100,0,1,0,0,0,0,0
17,ETAULES,2 667,0,0,0,1,0,0,0
17,FERRIERES,1345,0,1,0,0,0,0,0
17,FOURAS,3998,0,3,0,0,0,0,0
17,ILE D’AIX,209,0,0,1,0,0,0,0
17,JONZAC,3700,0,2,0,0,0,0,0
17,LA BREE LES BAINS,750,0,1,1,0,0,0,0
17,LA COUARDE SUR MER,1121,0,2,0,0,0,0,0
17,LA FLOTTE,2801,0,3,1,0,0,0,0
17,LA JARNE,2600,0,1,0,0,0,0,0
17,LA JARRIE – CROIX CHAPEAU,4655,1,1,0,0,0,0,0
17,LA ROCHELLE,78535,0,46,14,4,0,0,0
17,LA TREMBLADE,4641,0,2,1,0,0,0,0
17,LAGORD,7500,0,2,0,0,0,0,0
17,LE BOIS PLAGE EN RE,2354,0,2,2,0,0,0,0
17,LE CHATEAU D’OLERON,4270,0,0,1,0,0,0,0
17,LE GRAND VILLAGE PLAGE,1097,0,1,0,0,0,0,0
17,LE GUA – ST SORNIN – NIEULLE SUR SEUDRE,2110,1,2,0,0,0,0,0
17,LE GUE D’ALLERE,974,0,0,1,0,0,0,0
17,LE THOU,2078,0,0,1,0,0,0,0
17,LES MATHES,2211,0,2,4,1,0,0,0
17,LES PORTES EN RE,595,0,2,0,0,0,0,0
17,L’HOUMEAU,3000,0,1,0,0,0,0,0
17,LOIX EN RE,750,0,0,2,0,0,0,0
17,MARANS,4569,0,3,0,0,0,0,0
17,MARENNES HIERS BROUAGE,6200,0,3,1,0,0,0,0
17,MARSILLY,3190,0,1,0,0,0,0,0
17,MATHA,2230,0,0,1,0,0,0,0
17,MEDIS,3000,0,1,0,0,0,0,0
17,MESCHERS SUR GIRONDE,3200,0,3,0,0,0,0,0
17,MONTENDRE,3228,0,2,0,0,0,0,0
17,MONTGUYON,1583,0,0,2,0,0,0,0
17,MORNAC SUR SEUDRE,865,0,1,0,0,0,0,0
17,NIEUL SUR MER,5774,0,0,0,1,0,0,0
17,PERIGNY,8130,0,3,1,0,0,0,0
17,PONS,4452,0,2,0,0,0,0,0
17,PORT D’ENVAUX,1146,0,0,0,1,0,0,0
17,PORT DES BARQUES,1774,0,0,1,0,0,0,0
17,PUILBOREAU,6700,0,2,0,0,0,0,0
17,RIVEDOUX PLAGE,2428,0,1,2,0,0,0,0
17,ROCHEFORT,23092,0,7,8,0,0,0,0
17,ROYAN,19500,0,20,3,0,0,0,0
17,SAINT AUGUSTIN,1500,0,0,0,1,0,0,0
17,SAINT CLEMENT DES BALEINES,631,0,1,0,0,0,0,0
17,SAINT DENIS D’OLERON,1400,0,1,1,1,0,0,0
17,SAINT GEORGES DE DIDONNE,5587,0,5,0,0,0,0,0
17,SAINT GEORGES D’OLERON,4003,0,2,1,0,0,0,0
17,SAINT JEAN D’ANGELY,6705,0,5,1,0,0,0,0
17,SAINT JEAN DE LIVERSAY,3000,0,1,0,0,0,0,0
17,SAINT JUST LUZAC,2224,0,1,0,0,0,0,0
17,SAINT MARTIN DE RE,2346,0,3,3,0,0,0,0
17,SAINT MEDARD D’AUNIS,2719,0,0,1,0,0,0,0
17,SAINT PALAIS SUR MER,4000,0,3,0,0,0,0,0
17,SAINT PIERRE D’OLERON,6900,0,4,0,0,0,0,0
17,SAINT ROGATIEN,2475,0,1,1,0,0,0,0
17,SAINT SAVINIEN,2500,0,0,1,0,0,0,0
17,SAINT SULPICE DE ROYAN,3450,0,1,0,0,0,0,0
17,SAINT TROJAN LES BAINS,1181,0,2,1,0,0,0,0
17,SAINT XANDRE,6000,0,1,0,0,0,0,0
17,SAINTE MARIE DE RE,3485,0,3,2,0,0,0,0
17,SAINTE SOULLE,5001,0,1,0,0,0,0,0
17,SAINTES,25412,0,15,6,1,0,0,0
17,SAUJON VAL DE SEUDRE,12483,1,6,0,0,0,0,0
17,SEMUSSAC,2500,0,1,0,0,0,0,0
17,SURGERES,6750,0,2,1,0,0,0,0
17,THAIRE,1650,0,1,0,0,0,0,0
17,TONNAY CHARENTE,8319,0,2,0,0,0,0,0
17,VAUX SUR MER,3996,0,3,0,0,0,0,0
18,Aubigny-sur-Nère,5700,0,3,2,0,0,0,0
18,Avord,2872,0,1,0,0,0,0,0
18,Baugy,1723,0,0,0,1,0,0,0
18,Belleville-sur-Loire,1050,0,1,0,0,0,0,0
18,Bengy-sur-Craon,716,0,0,0,1,0,0,0
18,Bourges,65000,0,38,23,1,1,1,1
18,Châteaumeillant,1758,0,0,1,0,0,0,0
18,Dun-sur-Auron,3644,0,1,0,0,0,0,0
18,Jouet-sur-l’Aubois,1342,0,0,0,1,0,0,0
18,La Chapelle-Saint-Ursin,3800,0,1,0,0,0,0,0
18,La Guerche-sur-l'Aubois,3100,0,1,0,0,0,0,0
18,Marmagne,1986,0,1,0,0,0,0,0
18,Mehun-sur-Yèvre,6535,0,3,1,0,0,0,0
18,Menetou-Salon,1654,0,1,0,0,0,0,0
18,Nérondes,1496,0,0,0,1,0,0,0
18,Saint-Amand-Montrond,10000,0,5,2,0,0,0,0
18,Saint Doulchard,9850,0,1,0,0,0,0,0
18,Saint-Eloy-de-Gy,1615,0,0,0,1,0,0,0
18,Saint-Florent-Sur-Cher,6442,0,4,0,0,0,0,0
18,Saint Germain du Puy,4937,0,2,0,0,0,0,0
18,Saint-Satur,1448,0,1,0,0,0,0,0
18,Sancerre,1329,0,1,0,0,0,0,0
18,Sancoins,2943,0,1,0,0,0,0,0
18,Torteron,804,0,0,0,1,0,0,0
18,Vierzon,27000,0,9,4,0,0,0,0
19,BEAULIEU SUR DORDOGNE,1290,0,0,0,1,0,0,0
19,BRIVE LA GAILLARDE,48000,0,31,10,0,3,3,1
19,MALEMORT,8216,0,2,0,0,0,0,0
19,TULLE,14390,0,4,4,0,0,0,0
2A,AJACCIO,73822,0,39,3,0,0,0,0
2A,Bonifacio,3200,0,4,2,0,0,0,0
2A,Communauté d’agglomération du pays ajaccien,90000,0,6,0,0,0,0,0
2A,Porto-Vecchio,11844,0,10,4,0,0,0,0
2A,Propriano,3705,0,0,1,0,0,0,0
2B,BASTIA,48296,0,21,4,0,0,0,0
2B,VENTISERI,2700,0,1,1,0,0,0,0
2B,CORTE,7500,0,4,1,0,0,0,0
2B,BRANDO,1600,0,0,1,0,0,0,0
2B,L ILE ROUSSE,3200,0,1,4,0,0,0,0
2B,CALVI,5848,0,5,5,0,0,0,0
2B,SAINT-FLORENT,1706,0,0,4,0,0,0,0
21,Auxonne,7602,0,2,2,0,0,0,0
21,Beaune,20032,0,7,4,0,0,0,0
21,Brazey-en-Plaine,2402,0,1,0,0,0,0,0
21,CAP Val de Saône,23396,0,1,0,0,0,0,0
21,Châtillon-sur-Seine,5378,0,1,0,0,0,0,0
21,Chenôve,14445,0,7,2,0,0,0,0
21,Chevigny-Saint-Sauveur,10944,0,6,1,0,0,0,0
21,Daix,1529,1,6,0,0,0,0,0
21,DIJON,159346,0,93,14,0,0,0,0
21,Échenon,771,1,1,0,0,0,0,0
21,Fontaine-lès-Dijon,8847,0,2,0,0,0,0,0
21,Genlis,5165,0,3,0,0,0,0,0
21,Gevrey-Chambertin,3049,0,1,0,0,0,0,0
21,Is-sur-Tille,4334,0,1,1,0,0,0,0
21,Longvic,8676,0,6,0,0,0,0,0
21,Marsannay-la-Côte,5309,0,3,0,0,0,0,0
21,Montbard,4788,0,2,0,0,0,0,0
21,Nuits-Saint-Georges,5309,0,2,2,0,0,0,0
21,Perrigny-les-Dijon,2249,0,1,0,0,0,0,0
21,Plombières-les-Dijon,2518,0,1,0,1,0,0,0
21,Quetigny,8869,0,5,1,0,0,0,0
21,Saint-Apollinaire,7490,0,4,0,0,0,0,0
21,Saint-Jean-de-Losne,1020,1,1,0,0,0,0,0
21,Saint-Usage,1323,1,1,0,0,0,0,0
21,Semur-en-Auxois,4068,0,3,1,0,0,0,0
21,Seurre,2314,0,1,0,0,0,0,0
21,Talant,11894,1,6,0,0,0,0,0
22,Bégard,4839,0,1,0,0,0,0,0
22,Binic-Étables-sur-Mer,6881,0,2,1,0,0,0,0
22,Dinan,14675,0,9,3,0,0,0,0
22,Erquy,3909,0,2,1,0,0,0,0
22,Fréhel,1608,0,1,0,0,0,0,0
22,Guerlédan,2498,1,1,1,0,0,0,0
22,Guingamp,7105,0,1,0,0,0,0,0
22,Hillion,4274,0,1,0,0,0,0,0
22,Île-de-Bréhat,402,0,1,2,0,0,0,0
22,Lamballe-Armor,16845,0,5,2,0,0,0,0
22,Lancieux,1584,0,1,1,0,0,0,0
22,Langueux,7886,0,2,0,0,0,0,0
22,Lannion,20344,0,5,1,0,0,0,0
22,Le Mené,6413,0,1,0,0,1,1,1
22,Loudéac,9762,0,5,0,0,0,0,0
22,Merdrignac,2964,0,1,0,0,0,0,0
22,Paimpol,7191,0,4,3,1,0,0,0
22,Penvénan,2511,0,0,2,0,0,0,0
22,Perros-Guirec,7175,0,3,0,0,0,0,0
22,Plaintel,4540,0,1,0,0,0,0,0
22,Plédran,6910,0,2,0,0,0,0,0
22,Pléneuf-Val-André,4063,0,2,2,0,0,0,0
22,Plérin,14704,0,4,1,0,0,0,0
22,Plestin-les-Grèves-Ploumilliau-Tredez Locquemeau,3635,0,0,0,1,0,0,0
22,Pleubian,2304,0,0,1,0,0,0,0
22,Pleumeur-Bodou,3809,0,1,0,0,0,0,0
22,Plœuc-L'Hermitage,4112,0,1,0,0,0,0,0
22,Ploubazlanec,3040,0,1,1,0,0,0,0
22,Plouézec,3110,0,1,1,0,0,0,0
22,Ploufragan,11369,0,2,0,0,0,0,0
22,Plougrescant,1153,0,0,1,0,0,0,0
22,Plouha,4596,0,0,2,1,0,0,0
22,Ploumagoar-Graces-Plouisy-St Agathon,5411,1,1,0,0,0,0,0
22,Pommeret - Quessoy,2121,1,1,0,0,0,0,0
22,Pordic,7316,0,3,0,0,0,0,0
22,Quintin,2783,0,1,0,0,0,0,0
22,Saint-Brieuc,44224,0,20,6,0,0,0,0
22,Saint-Cast-le-Guildo,3334,0,3,4,0,0,0,0
22,Saint-Jacut-de-la-Mer,910,0,1,0,0,0,0,0
22,Saint-Quay-Portrieux,3175,0,2,0,0,0,0,0
22,Trébeurden,3761,0,0,1,0,0,0,0
22,Trégastel,2541,0,1,1,0,0,0,0
22,Trégueux,8450,0,2,0,0,0,0,0
22,Tréguier,2409,0,1,0,0,0,0,0
22,Yffiniac,4987,0,1,0,0,0,0,0
23,AUBUSSON,3108,0,0,1,0,0,0,0
23,GUERET,13000,0,0,4,0,0,0,0
24,BERGERAC,27419,0,18,4,0,1,1,1
24,BEYNAC ET CAZENAC,508,0,0,2,0,0,0,0
24,BOULAZAC-ISLE-MANOIRE,10700,0,2,0,0,0,0,0
24,BRANTOME-EN-PERIGORD,3762,0,1,1,0,0,0,0
24,CASTELNAUD LA CHAPELLE,454,0,0,1,0,0,0,0
24,CHÂTEAU L EVEQUE,2184,0,0,0,1,0,0,0
24,CHERVEIX-CUBAS,550,0,0,0,1,0,0,0
24,COULOUNIEIX-CHAMIERS,7640,0,0,1,0,0,0,0
24,EXCIDEUIL,1213,0,1,0,0,0,0,0
24,LALINDE,2980,0,1,1,0,0,0,0
24,LAMONZIE SAINT MARTIN,2781,0,1,0,1,0,0,0
24,LA ROQUE GAGEAC,460,0,0,2,0,0,0,0
24,LE BUGUE,2643,0,1,0,0,0,0,0
24,LE BUISSON DE CADOUIN,2000,0,1,0,0,0,0,0
24,LE LARDIN SAINT LAZARE,1800,0,1,0,0,0,0,0
24,LES EYZIES-DE-TAYAC-SIREUIL,1129,0,0,0,0,0,0,0
24,MONPAZIER,450,0,1,0,0,0,0,0
24,MONTIGNAC-LASCAUX,3000,0,1,0,0,0,0,0
24,MONTPON-MENESTEROL,5904,0,4,0,0,0,0,0
24,MUSSIDAN,2836,0,0,0,1,0,0,0
24,NONTRON,3100,0,0,3,0,0,0,0
24,PAYS DE BELVES,1500,0,0,2,0,0,0,0
24,PERIGUEUX,29?829,0,20,4,0,1,1,1
24,PORT SAINTE FOY ET PONCHAPT,2501,0,1,0,0,0,0,0
24,PRIGONRIEUX,4292,0,1,0,0,0,0,0
24,RIBERAC,3980,0,4,0,0,0,0,0
24,SAINT-ASTIER,5620,0,1,1,0,1,1,1
24,SAINT VINCENT DE CONNEZAC,682,0,0,1,0,0,0,0
24,SARLAT LA CANEDA,9000,0,3,3,0,0,0,0
24,TERRASSON-LAVILLEDIEU,6200,0,3,0,0,0,0,0
24,THIVIERS,2848,0,1,0,0,0,0,0
25,AUDINCOURT,15000,0,5,1,0,0,0,0
25,BESANCON,118000,0,54,8,0,0,0,0
25,BETHONCOURT,5384,0,3,0,0,0,0,0
25,GRAND CHARMONT,5932,0,2,0,0,0,0,0
25,HERIMONCOURT,3700,0,1,0,0,0,0,0
25,MANDEURE,4795,0,3,0,0,0,0,0
25,MONTBELIARD,26000,0,13,0,0,0,0,0
25,MORTEAU,7000,0,2,0,0,0,0,0
25,ORNANS,4422,0,2,0,0,0,0,0
25,PAYS MONTBELIARD AGGLOLMERATION,54324,0,0,0,8,0,0,0
25,PONTARLIER,18620,0,4,1,0,0,0,0
25,SELONCOURT,5864,0,3,0,0,0,0,0
25,SOCHAUX,4000,0,3,0,0,0,0,0
25,VALENTIGNEY,11000,0,4,0,0,0,0,0
25,VILLERS LE LAC,5307,0,2,0,0,0,0,0
25,PONT DE ROIDE VERMONDANS,4215,0,1,1,0,0,0,0
25,VUILLECIN,659,0,0,0,2,0,0,0
25,BAUME LES DAMES,5000,0,0,2,0,0,0,0
25,SAINT VIT,5044,0,2,0,0,0,0,0
25,LES FINS,3200,0,1,0,0,0,0,0
25,LES HOPITAUX NEUFS,927,0,0,1,0,0,0,0
25,VOUJEAUCOURT,3200,0,1,0,0,0,0,0
25,CHARQUEMONT,2884,0,1,0,0,0,0,0
25,MAICHE,4200,0,2,0,0,0,0,0
25,NOMMAY,1641,0,1,0,0,0,0,0
25,VIEUX CHARMONT,2850,0,1,0,0,0,0,0
26,ALIXAN,2700,0,1,1,1,0,0,0
26,ALEX,2750,0,1,0,0,0,0,0
26,ANNEYRON,4218,0,1,0,0,0,0,0
26,AOUSTE-SUR-SYE,2701,0,1,0,0,0,0,0
26,BEAUMONT-LES-VALENCE,4000,0,1,0,0,0,0,0
26,BOURG-DE-PEAGE,10000,0,6,0,0,0,0,0
26,BOURG-LES-VALENCE,20000,0,10,5,0,0,0,0
26,BUIS-LES-BARRONIES,3000,0,1,1,0,0,0,0
26,CHABEUIL,6873,0,4,0,0,0,0,0
26,CHATEAUNEUF-DU-RHONE,2800,0,3,0,0,0,0,0
26,CHATEAUNEUF-SUR-ISERE,4350,0,1,0,0,0,0,0
26,CHATUZANGE-LE-GOUBET,6500,0,1,0,0,0,0,0
26,CREST,8707,0,8,0,0,0,0,0
26,DIE,5000,0,2,3,0,0,0,0
26,DIEULEFIT,3371,0,2,0,0,0,0,0
26,DONZERE,6070,1,3,1,0,0,0,0
26,ETOILE-SUR-RHONE,5673,0,2,0,0,0,0,0
26,GRIGNAN,1633,0,0,1,0,0,0,0
26,LA BEGUDE DE MAZENC,1900,0,1,0,0,0,0,0
26,LA GARDE-ADHEMAR,1136,0,0,0,1,0,0,0
26,LA PENNE SUR OUVEZE,95,0,0,0,0,0,0,0
26,LA ROCHE DE GLUN,3521,0,1,0,0,0,0,0
26,LE POET LAVAL,1005,1,1,0,0,0,0,0
26,LIVRON SUR DROME,9300,0,5,0,0,0,0,0
26,LORIOL SUR DROME,6629,1,4,0,0,0,0,0
26,MALATAVERNE,2300,1,3,0,0,0,0,0
26,MALISSARD,3271,0,1,0,0,0,0,0
26,MARSANNE,1276,0,0,0,0,0,0,0
26,MONTBOUCHER SUR JABRON,2600,0,0,0,1,0,0,0
26,MONTELIMAR,41000,0,33,6,0,0,0,0
26,MOURS SAINT EUSEBE,3314,1,1,0,0,0,0,0
26,NYONS,6737,0,8,0,0,0,0,0
26,PEYRINS,2700,1,1,0,0,0,0,0
26,PIERRELATTE,13105,0,17,1,0,0,0,0
26,PIERRELONGUE,220,0,0,0,0,0,0,0
26,PONT D’ISERE,3701,0,1,0,0,0,0,0
26,PORTES-LES-VALENCE,10422,0,8,1,0,0,0,0
26,ROMANS-SUR-ISERE,328180,0,27,22,0,3,3,1
26,SAILLANS,1409,0,1,1,0,0,0,0
26,SAINT-DONNAT-SUR-L’HERBASSE,4100,0,2,0,0,0,0,0
26,SAINT-JEAN-EN-ROYANS,2967,1,1,0,1,0,0,0
26,SAINT-MARCEL-LES-VALENCE,6400,0,3,0,0,0,0,0
26,SAINT-NAZAIRE-EN-ROYANS,816,0,1,0,0,0,0,0
26,SAINT-PAUL-TROIS-CHATEAUX,9400,0,6,2,0,0,0,0
26,SAINT-RAMBERT-D’ALBON,7000,0,4,0,0,0,0,0
26,SAINT-VALLIER,4200,0,2,0,0,0,0,0
26,SAULCE-SUR-RHONE,1900,0,1,0,0,0,0,0
26,SAUZET,1888,0,0,0,1,0,0,0
26,SAVASSE,1626,1,0,0,1,0,0,0
26,TAIN L’HERMITAGE,6025,0,5,2,0,0,0,0
26,TAULIGNAN,1600,0,1,0,0,0,0,0
26,VALENCE,64483,0,70,9,0,0,0,0
27,Bernay,11160,1,6,0,0,0,0,0
27,Beuzeville,4754,0,3,0,0,0,0,0
27,Bourg-Achard,4012,0,1,0,0,0,0,0
27,Breteuil,4412,0,1,0,0,0,0,0
27,Brionne,4600,0,2,0,0,0,0,0
27,Bueil,1653,0,0,0,1,0,0,0
27,Charleval,1700,0,0,1,0,0,0,0
